	expression	promoter.meth	gene.meth
Osbpl8	5.950597	2.4293787	79.94906
Osbpl9	5.761246	0.9433962	84.81918
Oscar	-4.0151873	11.212122	68.06961
Oscp1	4.07757	81.915855	21.24345
Osgep	4.4483376	17.444544	46.1785
Osgepl1	4.288594	7.5	78.36539
Osgin1	2.394204	98.510635	97.80822
Osgin2	4.671314	1.5154711	64.84707
Osm	-4.16719	3.6111112	1.3908406
Osmr	-0.69325894	0.9756098	24.941109
Osr1	-2.4302247	0	1.1569827
Osr2	-2.015187	1.1011904	2.0393121
Ost4	4.324663	0	17.440475
Osta	-4.16719	13.456791	5.6957192
Ostb	-4.16719	2.5252526	1.133787
Ostc	6.1230845	2.820513	73.72436
Ostf1	4.7093267	7.4404764	81.04207
Ostm1	5.657238	0.5780347	28.747698
Ostn	-4.16719	6.25	5.305746
Otc	1.154738	0	30.519173
Otoa	0.15473793	11.206897	78.71445
Otof	-4.16719	2.5203252	2.4128218
Otog	-3.015187	1.1904763	3.04326
Otogl	-4.16719	4.416283	17.9792
Otol1	-4.16719	91.33334	6.3285885
Otop1	-3.015187	32.414177	2.6275702
Otop2	-4.0151873	6.25	2.11126
Otop3	-2.015187	1.3419914	3.098413
Otor	-4.16719	4.666667	0.9302326
Otos	-4.16719	1.1627907	2.4774776
Otp	-4.16719	0.5681819	1.3341544
Ott	-4.16719	NA	34.722225
Otub1	7.2863092	1.9379847	59.662136
Otub2	0.3067411	0	60.41382
Otud1	4.6887164	3.2202113	15.280054
Otud3	5.1243644	1.8041238	74.57434
Otud4	8.515463	0.49261084	70.49251
Otud5	8.409766	1.1695907	55.397194
Otud6a	2.1942663	96.07143	96.64948
Otud6b	1.7921679	1.3454862	62.214825
Otud7a	3.9096255	0.22831053	60.370228
Otud7b	6.7338443	3.3333335	82.39297
Otx1	1.508375	0.27322406	15.401379
Otx2	-4.16719	0.91463417	0.5354059
Ovca2	5.293152	94.06593	95.491234
Ovch2	-4.0151873	60.972225	81.78997
Ovgp1	5.2539396	55.729168	86.588234
Ovol1	4.5546684	0.80777097	72.34151
Ovol2	-4.16719	1.7156863	1.474446
Ovol3	-3.015187	31.12245	59.27667
Oxa1l	6.3302183	0.7675439	62.40252
Oxct1	4.941915	1.757991	73.26144
Oxct2a	-4.16719	2.4410775	2.5736961
Oxct2b	-4.16719	2.948718	1.7361112
Oxgr1	1.7127334	2.6222222	4.676135
Oxnad1	5.824017	6.439394	66.78
Oxr1	7.266743	0.5081301	27.910015
Oxsm	4.0933375	1	24.938381
Oxsr1	7.374444	1.5243902	82.461205
Oxt	-4.16719	2.4122808	1.2195123
Oxtr	-3.015187	0.6164383	2.5263588
P2rx1	-2.4302247	1.4962121	2.3456793
P2rx2	-1.015187	2.3529413	39.346844
P2rx3	4.265584	40	62.61654
P2rx4	2.4605463	0.5319149	66.862656
P2rx5	-0.20783208	1.5625	11.049383
P2rx6	-2.015187	0.42372882	2.782481
P2rx7	0.508375	3.125	2.214964
P2ry1	-0.69325894	4.814815	14.983068
P2ry10	-4.16719	7.105263	23.170732
P2ry12	-2.4302247	88.888885	90.03543
P2ry13	-3.015187	98.75	95.95588
P2ry14	-4.0151873	97.638885	95.70015
P2ry2	-3.015187	0.3960396	1.8402181
P2ry4	-0.015187042	97.22222	94.33007
P2ry6	-1.693259	2.0512822	2.2580159
P4ha1	5.6250577	0.9057971	69.744835
P4ha2	1.5697755	0	6.6794252
P4ha3	-1.2078321	1.1494254	2.1099672
P4hb	8.999531	2.4642856	65.72606
P4htm	1.0292072	84.44183	76.42291
Pa2g4	6.52106	0.8998875	53.72024
Pabpc1	8.530743	2.154195	54.325256
Pabpc1l	-2.4302247	0.51282054	87.47425
Pabpc2	-4.16719	4.032258	1.0582012
Pabpc4	3.2039814	3.5714285	75.85964
Pabpc4l	-1.015187	0.9259259	7.9036465
Pabpc5	-4.16719	1.5306122	2.7692308
Pabpc6	3.8977022	78.9039	87.29508
Pabpn1	7.0333	94.545456	36.417034
Pabpn1l	-4.16719	8.703704	53.824562
Pacrg	4.749685	14.268585	85.30358
Pacrgl	4.4401402	1.9907409	68.08929
Pacs1	9.079056	18.258549	73.98056
Pacs2	8.050229	0.3030303	86.03434
Pacsin1	-0.69325894	1.3460819	8.039203
Pacsin2	6.444245	5.9444447	77.269775
Pacsin3	0.984813	6.213992	72.95045
Padi1	-0.69325894	2.2058823	11.109747
Padi2	2.0292072	0.46296296	68.518
Padi3	-1.693259	1.0638298	3.7122407
Padi4	2.1942663	0.95628417	38.364807
Padi6	4.941915	6.666667	64.95696
Paf1	6.137098	14.448925	49.454926
Pafah1b1	7.3625655	18.623892	59.016247
Pafah1b2	6.447315	2.017544	61.625957
Pafah1b3	4.970655	0.5882353	26.058035
Pafah2	2.476666	0.5555556	6.4452143
Pag1	4.7563024	0.86206895	90.7722
Pah	-4.16719	5	8.779491
Paics	5.9876285	6.3333335	67.28916
Paip1	6.794581	0.42735043	45.976532
Paip2	6.202771	2.734375	46.1849
Paip2b	5.970655	0.26595744	62.45935
Pak1	6.773531	0.2631579	80.1331
Pak1ip1	6.2076077	0.26595744	54.350376
Pak2	7.240432	3.7827718	73.89536
Pak3	-0.10829648	4.1534395	14.299208
Pak4	6.0854754	2.3544974	89.08961
Pak6	-1.2078321	8.383839	12.696224
Pak7	-4.16719	1.1363636	62.254486
Palb2	5.81612	10.679611	80.43332
Palld	3.3335412	3.1818182	90.23168
Palm	2.4926076	2.25	6.0381694
Palm2	-4.16719	1.0434783	16.066326
Palm3	-0.10829648	0.75757575	25.149027
Palmd	-4.0151873	1.9736842	1.9246771
Pam	5.009952	0.2293578	6.8129816
Pam16	0.7397005	25.938969	47.22574
Pamr1	-1.2078321	2.0947177	4.0495963
Pan2	7.482166	1.5700483	87.67408
Pan3	6.4575033	0.32228363	84.664406
Pank1	2.4442446	0	2.3300083
Pank2	6.2184324	0.41322315	59.13921
Pank3	6.2863092	0.7064364	48.016796
Pank4	4.769448	1.984127	70.85468
Panx1	5.284021	0.21929824	78.97063
Panx2	-1.4302245	35.147392	37.400726
Panx3	-4.16719	4.555556	2.3307292
Paox	1.508375	2.0101483	26.861004
Papd4	2.6430244	3.916667	68.333336
Papd5	5.5958376	1.888889	71.97223
Papd7	6.6730633	0.6196581	80.59056
Papln	1.1140959	2.6153846	8.322234
Papola	6.977043	81.66667	70.092186
Papolb	2.2136316	1.7113096	1.9398907
Papolg	5.0907216	1.2931035	66.85941
Pappa	-2.015187	0.9803922	7.3377876
Pappa2	2.4926076	4.6875	40.34188
Papss1	4.5317073	0.35087723	88.69688
Papss2	-0.84526205	3.8461537	45.226513
Paqr3	4.86133	0	88.01916
Paqr4	4.242201	0	26.425821
Paqr5	-0.43022457	2.5956285	17.946102
Paqr6	-3.015187	8.888889	7.4295774
Paqr7	0.68525267	0.9259259	2.5519214
Paqr8	1.0292072	1.5	4.032282
Paqr9	2.394204	1.6743828	0.87719303
Pard3	7.740952	0.7575758	81.873825
Pard3b	5.5103335	0.33003303	44.34854
Pard6a	4.2039814	1.3960115	41.57487
Pard6b	3.6214375	0.71428573	75.57529
Pard6g	2.0071807	1.1044177	52.09297
Parg	7.2759833	7.1969695	86.08467
Park2	1.2702152	1.4150944	64.52805
Park7	6.9236574	0.2	65.78386
Parl	6.3302183	0.7936508	74.707634
Parm1	0.44424465	0.96153843	5.728357
Parn	6.6887164	0.44858527	82.44546
Parp1	8.951679	0.33333337	84.45498
Parp10	-2.4302247	1.3888888	1.68712
Parp11	4.1294713	7.6754394	53.005188
Parp12	6.478668	2.4278848	60.188263
Parp14	-0.20783208	0.82159626	15.050394
Parp16	3.0400953	0.5813953	34.915817
Parp2	5.11667	1.7894737	80.28736
Parp3	1.8917036	5.9126983	0.7222222
Parp4	2.5394018	3.6723166	82.52282
Parp6	5.833436	1.9642857	64.66878
Parp8	2.9734979	1.7857143	89.04135
Parp9	0.62866914	5	51.92395
Pars2	3.1345603	1.1415526	55.03342
Parva	3.324663	5.284553	10.601925
Parvb	2.0509021	0.38759694	11.231568
Parvg	-0.015187042	10.392158	4.7765865
Pask	6.7422028	6.3888893	72.39478
Pate2	-0.69325894	1.7730496	75.45737
Pate4	-4.16719	100	97.413795
Patl1	7.269637	5.239899	56.871105
Patl2	1.7661728	3.8580248	38.93841
Patz1	6.7152834	1.3080169	50.768185
Pawr	3.9273274	0.1724138	60.513588
Pax1	-4.0151873	0.3968254	2.0898051
Pax2	-4.0151873	1.7727273	48.54856
Pax3	-4.16719	0	2.0636723
Pax4	-4.16719	2.3809526	2.6790636
Pax5	-4.16719	1.3586956	8.625395
Pax6	4.139631	0.91743124	8.143197
Pax6os1	-4.16719	1.5757576	6.098016
Pax7	-4.16719	0.9803922	2.2831993
Pax8	-0.31474733	8.431123	4.170185
Pax9	0.508375	0.8072917	1.4458805
Paxip1	6.4595327	0.25380713	83.49935
Pbk	3.2039814	0.74626863	62.321102
Pbld1	-1.2078321	21.178162	84.465805
Pbld2	2.5697753	1.2114538	72.3233
Pbp2	-4.16719	2.777778	2.777778
Pbrm1	7.4121256	13.139994	80.87961
Pbsn	-4.16719	39.86111	42.67296
Pbx1	1.5394018	1.8421053	5.346848
Pbx2	6.5441904	1.5306122	46.2749
Pbx3	5.9805803	0.7882883	58.076595
Pbx4	1.7127334	5.31401	86.2621
Pbxip1	3.5697753	96.36364	96.75801
Pcbd1	-0.69325894	5.480769	42.954544
Pcbd2	2.342365	13.541667	47.165382
Pcbp1	7.6191707	1.3605442	0.46594983
Pcbp2	9.483787	11.627907	76.39216
Pcbp3	4.8826585	15.109489	90.15651
Pcbp4	2.7661726	6.859649	33.00171
Pcca	5.340164	6.626506	89.19996
Pccb	3.9505973	1.2820513	83.42744
Pcdh1	0.62866914	0	1.6304706
Pcdh10	0.508375	0	45.053085
Pcdh11x	-4.16719	1.8518519	26.764374
Pcdh12	-1.015187	0	11.208625
Pcdh15	1.2702152	2.2131147	69.98456
Pcdh17	-0.31474733	1.1009175	3.205514
Pcdh18	2.2515996	0.84745765	1.4144412
Pcdh19	0.07227574	0.6306306	6.9579825
Pcdh20	-4.16719	1.1904763	2.2404373
Pcdh7	-1.2078321	0.46218485	6.2204623
Pcdh8	1.154738	0.49019608	2.6162918
Pcdh9	-0.10829648	16.780045	14.748999
Pcdha11	-4.0151873	2.1276596	16.934706
Pcdha3	-4.16719	1.2820513	4.118774
Pcdhb1	-4.16719	2.5	1.8018018
Pcdhb10	-4.16719	8.333334	7.095238
Pcdhb11	-4.16719	0	3.6538463
Pcdhb12	-4.16719	0	1.1627907
Pcdhb13	-4.16719	0	1.421131
Pcdhb14	-4.16719	2.173913	3.1829574
Pcdhb15	-4.0151873	0	3.8164253
Pcdhb16	-4.16719	6.372549	11.0962305
Pcdhb17	-2.4302247	61.805557	2.2572665
Pcdhb18	-4.16719	4.1666665	4.659091
Pcdhb19	-1.693259	0	8.717532
Pcdhb2	-4.16719	0	3.1403782
Pcdhb21	-4.16719	1.7543861	1.6149068
Pcdhb22	-4.16719	0.9259259	1.7111112
Pcdhb3	-4.16719	0	1.2230216
Pcdhb4	-4.0151873	0.9259259	3.1468532
Pcdhb5	-4.16719	12.58772	4.6202793
Pcdhb6	-3.015187	4.3010755	14.286838
Pcdhb7	-2.4302247	69.31035	55.343925
Pcdhb8	-4.16719	43.333336	12.971782
Pcdhb9	-4.16719	0	15.565378
Pcdhgc5	3.2136316	0	6.355359
Pcf11	5.1967015	0.88495576	56.927086
Pcgf1	1.8917036	0	8.5202675
Pcgf2	2.306741	0.23976023	17.308159
Pcgf3	6.624154	0.42735046	55.852264
Pcgf5	6.7620683	1.9607843	43.75845
Pcgf6	7.137098	0.9157509	47.102192
Pcid2	5.9692316	4.34322	71.62781
Pcif1	7.482166	1.1111112	59.444244
Pck1	-4.16719	0.6097561	2.947531
Pck2	1.306741	0.51282054	24.801588
Pclo	5.306741	0	71.40967
Pcm1	7.852478	0.872093	70.830605
Pcmt1	6.3565893	3.173676	55.861187
Pcmtd1	2.5239718	0.1984127	70.35445
Pcmtd2	4.4277563	7.327586	75.610115
Pcna	2.9036763	6.27572	23.157415
Pcnp	2.9734979	1.1904763	68.119484
Pcnt	5.795385	18.643412	84.44616
Pcnx	7.972077	0.5208333	81.23183
Pcnxl2	-1.2078321	0.3840878	87.56634
Pcnxl3	8.837732	0.84541065	87.181366
Pcolce	2.342365	92.634415	94.58809
Pcolce2	-1.693259	0	9.365796
Pcp2	1.2702152	98.55073	98.295456
Pcp4	-4.16719	12.619048	10.582218
Pcp4l1	2.2515996	1.8840581	1.9715333
Pcsk1	-4.16719	1.2121212	8.122293
Pcsk1n	4.0071807	2.6960785	0.8211679
Pcsk2	-0.69325894	1.9759451	5.4263077
Pcsk4	4.6783	0.45045045	2.7288558
Pcsk5	1.2702152	0.29069766	45.62441
Pcsk6	5.4985404	0.955414	42.481434
Pcsk7	6.168448	16.594515	69.503654
Pcsk9	-1.693259	1.754386	21.641605
Pctp	4.852092	2.1929824	9.749461
Pcx	8.432155	3.4663866	68.14292
Pcyox1	4.9678063	0.32051283	64.10749
Pcyox1l	1.842794	75.501335	93.030945
Pcyt1a	7.0209866	3.4615386	80.78116
Pcyt1b	2.508375	65.47619	69.226364
Pcyt2	4.72628	40.123966	62.022095
Pdap1	5.9214506	8.026598	59.471798
Pdc	-4.16719	1.9230769	3.8671877
Pdcd1	-4.16719	2.7083335	40.045532
Pdcd10	1.508375	2.4853802	72.57715
Pdcd11	7.4776673	0.6813417	91.29518
Pdcd1lg2	-4.0151873	1.6666667	4.2312374
Pdcd2	5.14216	18.594376	43.933685
Pdcd2l	5.705912	8.447489	61.523636
Pdcd4	6.781664	9.68254	35.919872
Pdcd5	3.3685172	2.2280703	42.454437
Pdcd6	3.539402	4.2763157	76.8348
Pdcd6ip	8.28488	0.85714287	78.72857
Pdcd7	6.992541	8.925702	28.031391
Pdcl	4.0127187	2.9761906	59.62787
Pdcl2	2.2515996	10.897436	6.3429646
Pdcl3	3.8240166	3.0141845	73.23792
Pddc1	5.5546684	4.166667	51.308018
Pde10a	0.508375	0.8503402	66.21843
Pde11a	-2.015187	1.0526316	10.940973
Pde12	4.6358647	1.744186	12.893836
Pde1a	0.89170355	1.3157895	30.409369
Pde1b	2.0509021	1.3157895	53.707077
Pde1c	1.6286691	2.419355	83.006615
Pde2a	-0.69325894	11.451247	62.254257
Pde3a	2.0509021	4.385965	88.80675
Pde3b	4.411078	10.721546	63.9169
Pde4a	0.44424465	0.8333333	34.84671
Pde4b	-4.16719	99.769585	79.13271
Pde4c	-1.4302245	0.90090096	1.5662345
Pde4d	-1.693259	6.171172	41.908092
Pde4dip	5.11667	0.33333334	33.066696
Pde5a	1.4442446	0.15197569	37.91425
Pde6a	2.1746376	51.41636	74.72123
Pde6b	-1.015187	1.3333335	86.5096
Pde6c	-4.16719	2.1666667	15.657792
Pde6d	5.7313275	8.490566	43.903652
Pde6g	1.1140959	46.916668	91.83168
Pde6h	-0.31474733	34.714287	15.021929
Pde7a	6.6457	7.478784	80.91698
Pde7b	-0.5557554	1.2222222	18.33055
Pde8a	4.4686284	1.2919897	81.136055
Pde8b	1.6572382	96.64723	94.128815
Pde9a	-2.4302247	2.1929824	32.65692
Pdf	4.7093267	96.65192	96.36016
Pdgfa	2.9620929	1.6219239	50.98616
Pdgfb	3.7195227	98.19277	63.041645
Pdgfc	-0.20783208	0.8333333	8.942976
Pdgfd	-0.015187042	0	32.76308
Pdgfra	0.7397005	1.0877193	7.1834035
Pdgfrb	1.5697755	2.777778	2.7046547
Pdgfrl	-1.4302245	0.29761907	8.645649
Pdha1	5.164722	1.5325671	69.137054
Pdha2	3.4524186	0	0.45871562
Pdhb	3.5317075	1.6260164	59.874554
Pdhx	5.3179684	9.112149	78.99847
Pdia2	-3.015187	76.48095	98.49817
Pdia3	8.270215	5.9895153	55.341877
Pdia4	7.893956	2.4497993	69.89865
Pdia5	4.4442444	1.4880953	83.4354
Pdia6	8.350862	0	75.67248
Pdik1l	5.333541	18.396626	45.398067
Pdilt	-0.69325894	94.23077	80.58406
Pdk1	6.822441	1.7741935	71.430275
Pdk2	2.2702153	2.3584905	6.8319325
Pdk3	7.31573	1.4067279	75.18879
Pdk4	-4.16719	2.4390244	3.4537392
Pdlim1	-4.0151873	7.8362575	72.273735
Pdlim2	-1.4302245	10.956791	64.27661
Pdlim3	-1.4302245	1.0416667	3.1518
Pdlim4	1.154738	2.0042195	3.7230768
Pdlim5	4.6783	0.81615126	71.30636
Pdlim7	3.8489993	0	76.547554
Pdp1	5.700775	2.1021023	21.775166
Pdp2	1.6572382	0	29.040817
Pdpk1	7.8133464	28.45406	69.886444
Pdpn	1.4110777	0.70422536	89.875046
Pdpr	7.2937207	0.63131315	77.28506
Pdrg1	6.2632627	0.3125	58.862434
Pds5a	7.1102266	1.4124295	75.30597
Pds5b	6.0629635	1.05178	77.34209
Pdss1	3.6783	7.044674	69.76983
Pdss2	4.4605465	2.063492	77.144196
Pdx1	-4.16719	19.568966	18.212585
Pdxdc1	9.036702	8.963586	83.12191
Pdxk	2.8917036	0	61.074017
Pdxk-ps	-4.16719	0.6734007	11.628272
Pdxp	3.86133	0.78125	33.462605
Pdyn	-2.4302247	3.1746035	2.682498
Pdzd11	5.736357	0	33.382355
Pdzd2	4.9448147	0.6481481	83.31259
Pdzd3	-4.16719	2.631579	2.3713
Pdzd4	5.1497197	1.1415526	41.920998
Pdzd7	-1.2078321	0.9803922	9.090652
Pdzd8	6.0044036	1.8088304	60.25513
Pdzd9	-1.693259	1.2820513	23.335922
Pdzk1	6.225604	6	83.583336
Pdzk1ip1	-2.4302247	0	1.7316018
Pdzrn3	3.082845	0.45045045	85.39738
Pdzrn4	-1.015187	0.872093	85.80773
Pea15a	1.2327404	97.32143	92.5096
Pear1	0.7397005	62.334663	15.074324
Pebp1	3.9791663	0.7009346	43.63711
Pebp4	-4.16719	1.9097223	3.4682605
Pecam1	-0.69325894	86.48649	80.62588
Pecr	2.6713135	0	78.82082
Pef1	5.7792287	0	66.81491
Peg10	3.270215	63.013466	96.005295
Peg12	0.23274046	1.8518519	1.0638299
Peg3	6.6869855	92.94574	96.71737
Peli1	7.047534	3.9215689	59.350864
Peli2	4.8145356	0.5291006	24.519371
Peli3	2.324663	2.142857	1.9514849
Pelo	5.7127333	1.4600316	49.648754
Pelp1	7.422565	0.26881722	80.50119
Pemt	4.7024894	2.0512822	47.62534
Penk	0.15473793	0.46728972	9.8529415
Peo1	6.5489626	19.961664	11.36563
Pepd	5.1820297	0	89.65057
Per1	5.0669622	0.5681819	51.01302
Per2	1.5697755	0.6989247	6.515986
Per3	7.308994	3.452381	85.861496
Perp	1.5394018	0.93457943	7.818948
Pes1	5.500513	4.69697	80.72242
Pet112l	6.51229	9.943503	74.102234
Pet2	7.8536353	16.228071	33.932117
Pex1	6.572591	16.228071	74.76397
Pex10	3.86133	3.1583335	64.975174
Pex11a	4.8582573	24.752253	64.81575
Pex11b	5.8902	21.969698	65.8758
Pex11c	4.7792287	2.1512115	67.33512
Pex12	5.6250577	2.0599253	36.03355
Pex13	4.2088146	6.666667	45.948444
Pex14	6.2469077	0.43290046	88.992256
Pex16	4.752997	0.33333334	56.027214
Pex19	5.6904454	0	78.559425
Pex26	5.2771344	0.90090096	57.940845
Pex3	5.539402	0.96938777	85.87723
Pex5	6.3931427	1.5686276	71.97962
Pex5l	2.5995228	0.48611113	19.818192
Pex6	6.9185038	2.3157895	69.062
Pex7	5.5902925	2.2435896	69.65975
Pf4	-3.015187	5.714286	7.1071424
Pfas	6.2817287	20.11111	83.172165
Pfdn1	5.9974375	5.775862	87.903404
Pfdn2	6.274832	2.7062707	58.394867
Pfdn4	4.584726	0.42735043	58.590904
Pfdn5	5.4625716	11.52968	58.46154
Pfkfb1	3.2885938	10.763889	83.95301
Pfkfb2	5.2679014	3	58.964767
Pfkfb3	3.1243644	1.3465785	70.5419
Pfkfb4	3.539402	1.0045662	41.569973
Pfkl	2.7529974	0.6060606	79.168976
Pfkm	4.174638	1.9753088	82.661476
Pfkp	1.4110777	7.9180512	94.55888
Pfn1	6.7084737	0.7407408	9.20398
Pfn2	6.816912	0.6289308	25.205994
Pfn3	-4.16719	21.349207	46.174187
Pfn4	1.1140959	7.723577	42.25775
Pfpl	-4.16719	3.9473684	2.2522523
Pga5	-3.015187	33.333332	67.91926
Pgam1	2.0933373	3.7254903	29.077215
Pgam2	-0.84526205	73.83839	75.458336
Pgam5	5.9185038	18.689041	58.729507
Pgap1	2.0509021	95.2381	100
Pgap2	3.9904375	0.33557048	84.41449
Pgap3	3.8735564	1.2711865	23.027369
Pgbd1	3.4277563	0	46.14997
Pgbd5	4.606865	93.81721	81.45548
Pgc	-4.16719	2.4038463	2.4082937
Pgcp	2.5697753	3.0303032	30.400448
Pgd	6.972077	3.184282	82.18773
Pgf	-4.16719	1.2407408	2.808728
Pggt1b	3.1345603	14.788733	78.07421
Pgk1	4.599523	3.8222225	76.62141
Pgk2	-4.16719	14.861112	17.333334
Pgls	5.7889442	2.2666667	26.979212
Pglyrp1	-2.015187	83.28704	80.148254
Pglyrp2	-4.16719	99	72.47449
Pglyrp3	-4.16719	17.857143	8.748597
Pglyrp4	-4.16719	7.142857	11.623767
Pgm1	0.15473793	1.9230769	84.1886
Pgm2	2.817703	3.2258065	81.75406
Pgm2l1	5.5181427	0.56179774	73.56764
Pgm3	5.11667	3.0785563	69.49867
Pgm5	-1.693259	1.2437811	16.34944
Pgp	6.0881004	2.3093684	0.9232523
Pgpep1	2.7792287	0.5905512	54.090908
Pgpep1l	-1.4302245	0.5113636	53.980003
Pgr	-4.0151873	0.92592597	5.667503
Pgr15l	-4.0151873	0.28735635	3.391813
Pgrmc1	5.8811455	0.9920635	35.753548
Pgrmc2	6.0387387	2.5468166	57.264843
Pgs1	6.7178283	2.8735633	72.9278
Phactr1	-2.015187	4.1666665	10.674737
Phactr2	3.72628	0.308642	17.880817
Phactr3	5.5470557	7.380953	91.446434
Phactr4	6.570715	0	84.78648
Phax	5.13456	1.6064259	46.45747
Phb	4.746364	0	77.09507
Phb2	7.417355	1.6055046	36.400284
Phc1	9.184178	0	65.43553
Phc2	6.048208	1.2820513	19.767494
Phc3	6.2232175	0	76.036476
Phex	0.37713045	9.666667	13.981226
Phf1	6.985517	10.984849	53.917572
Phf10	6.9265943	NA	67.278275
Phf11	-4.16719	1.3333334	12.438627
Phf12	7.2568593	0.5124224	70.665146
Phf13	8.58728	1.0869565	36.381878
Phf14	5.6817803	12.469136	80.19616
Phf15	1.7921679	0.6666667	67.32593
Phf16	8.193353	1.1009175	82.71405
Phf17	5.4005547	0.32467532	6.4483213
Phf19	0.23274046	52.884045	93.20172
Phf2	5.814536	1.0869565	78.21296
Phf20	6.2100205	1.8518519	75.234215
Phf20l1	5.5220313	5.6140356	74.51925
Phf21a	7.064297	5.2631583	47.435303
Phf21b	0.508375	1.6064259	63.53375
Phf23	6.2863092	24.57265	31.281569
Phf3	7.312366	7.445637	77.04535
Phf5a	5.5142436	3.652139	73.60526
Phf6	4.3598523	0.17699115	79.403534
Phf7	6.4575033	6.013258	36.68526
Phf8	7.8353906	0.6862745	78.16464
Phgdh	2.7397006	16.812439	63.727825
Phgr1	-4.16719	5.1282053	7.006803
Phip	5.8459	0.88888896	73.71512
Phka1	6.15849	1.1597939	83.017746
Phka2	9.057281	0.6666667	81.73832
Phkb	5.029207	4.844961	89.27754
Phkg1	0.3067411	89.39394	37.09571
Phkg2	5.81612	6.976744	79.14488
Phlda1	0.44424465	14.161708	7.6947556
Phlda2	-4.16719	0.8196721	0.2898551
Phlda3	0.68525267	1.4957265	2.0210729
Phldb1	0.7921679	0.5555556	9.832664
Phldb2	-0.10829648	20.833336	8.278367
Phldb3	1.817703	3.0172415	65.874855
Phlpp1	7.415788	1.2019231	67.456726
Phlpp2	7.1715465	15.647894	74.07917
Phospho1	2.0722756	1.1023408	3.0527487
Phospho2	6.2184324	0.9363296	47.554996
Phox2a	4.456488	1.3302752	8.983984
Phox2b	-4.16719	1.875	0.80423284
Phpt1	2.72628	4.0562253	20.59925
Phrf1	7.4575033	5.373134	81.304756
Phtf1	7.033981	11.440678	80.18934
Phtf2	6.0113363	0.30487806	76.59192
Phxr2	-4.16719	97.71429	100
Phxr4	-4.16719	3.4722223	4.3333335
Phyh	-0.10829648	1.6666667	76.22265
Phyhd1	2.984813	95.19231	73.56102
Phyhip	-1.4302245	2.7469137	1.1693122
Phyhipl	2.2702153	13.106061	67.27895
Pi15	-4.16719	0	6.0937505
Pi16	3.2136316	2.2727273	14.301748
Pi4k2a	6.7135835	0.8633093	71.039085
Pi4k2b	4.2088146	1.3333334	61.406
Pi4ka	8.664733	15.327868	83.26781
Pi4kb	7.3318806	3.4946237	79.91356
Pias1	6.4796686	0	78.031586
Pias2	8.003014	5.209877	72.345055
Pias3	4.692172	2.1604939	39.208584
Pias4	6.5103335	0.16806723	80.6218
Pibf1	3.4442446	32.068302	82.00478
Picalm	7.4498696	6.9343066	76.45135
Pick1	6.7296467	10.491552	63.395172
Pid1	-4.0151873	91.20371	92.26559
Pif1	-1.693259	6.522989	41.929005
Piga	5.606865	0.82417583	82.212135
Pigb	5.288594	98.61762	97.513596
Pigc	3.8551776	0.7017544	79.58297
Pigf	3.4026654	3.7227416	76.61314
Pigg	4.817703	4.0972223	75.775536
Pigh	5.425682	0	37.34017
Pigk	6.771899	4.0064106	40.695496
Pigl	4.265584	62.15045	52.787334
Pigm	4.939009	3.9755352	24.630379
Pign	5.6322713	80	86.15848
Pigo	5.3814178	33.187138	73.84878
Pigp	4.288594	0.9943182	45.332623
Pigq	7.513267	1.4285715	53.030083
Pigr	-4.0151873	11.943165	75.10859
Pigs	7.5879755	7.679325	67.00131
Pigt	7.099206	5.316092	80.847824
Pigu	6.637658	1.2077296	62.971848
Pigv	5.13456	1.0256411	54.637054
Pigw	2.8917036	3.6619718	29.598766
Pigx	4.5470557	0.78125	66.49654
Pigy	3.3771305	1.087963	32.620968
Pigyl	3.0616286	0.20661157	17.955183
Pigz	-0.84526205	0.526225	10.714058
Pih1d1	5.5810027	3.5396826	59.623016
Pih1d2	4.346757	6.303419	13.178112
Pik3ap1	0.89170355	0.599251	5.850971
Pik3c2a	6.6313715	0.4861111	81.55446
Pik3c2b	4.3728304	18.958334	87.01028
Pik3c2g	-0.20783208	4.901961	6.5258565
Pik3c3	5.9649525	3.9215686	92.903984
Pik3ca	6.8208637	2.1310117	84.98087
Pik3cb	5.4806676	0.9433962	81.96815
Pik3cd	4.6214375	0.59523815	79.246254
Pik3cg	-2.4302247	3.5714285	3.086914
Pik3ip1	3.5470555	91.79487	31.78659
Pik3r1	4.018236	1.1904762	77.40258
Pik3r2	6.8856797	2.2727273	64.573456
Pik3r3	8.519115	1.7077175	86.01055
Pik3r4	7.73803	0.6666667	78.985985
Pik3r5	-2.015187	1.2206573	3.1414483
Pik3r6	-1.693259	0	3.1891093
Pikfyve	6.6999173	0.1980198	85.626854
Pilra	6.51229	66.66667	20.594627
Pilrb1	-4.0151873	85.71429	47.247616
Pilrb2	-2.4302247	100	67.268524
Pim1	2.5239718	0.18832393	17.576805
Pim2	3.0616286	95.28571	92.860985
Pim3	4.674811	1.6904762	31.471533
Pin1	5.4005547	6.767677	72.90901
Pin4	2.476666	0.72463775	76.84685
Pink1	4.1243644	0.7352941	65.25287
Pinx1	3.984813	9.398625	80.17109
Pion	-1.4302245	2	59.756107
Pip	-4.16719	12.5	12.8125
Pip4k2a	5.346757	0.8130082	67.818474
Pip4k2b	5.9433656	5.1047616	68.889435
Pip4k2c	7.334094	2.5263157	78.34624
Pip5k1a	5.4380836	4.4871798	78.91151
Pip5k1b	2.0071807	0.96153843	8.691056
